match_id,match_seq_num,radiant_win,start_time,duration,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire,first_blood_time,positive_votes,negative_votes,radiant_score,dire_score
2304329360,2019314823,False,1461013015,2726,0,2039,0,63,174,0,0,45,37
2304342708,2019314754,False,1461014132,1374,0,1983,0,63,45,2,1,12,25
2304338804,2019315056,True,1461013814,1928,2046,4,63,3,61,0,0,,
2304329829,2019317935,True,1461013045,2975,1956,4,63,3,212,0,0,34,23
2304319420,2019315908,True,1461012436,3208,1796,4,63,3,17,0,0,,
2304327510,2019314584,False,1461012901,2638,0,1956,0,63,0,0,0,,
2304187038,2019206363,False,1461006013,2953,4,1844,3,63,8,0,0,47,58
2304334127,2019314356,True,1461013297,1956,2038,4,63,3,306,0,0,,
2304316650,2019318080,True,1461012273,3333,1568,260,15,51,103,0,0,,
2304060962,2019105470,False,1461001179,3082,0,1796,0,63,12,1,0,,
2304325050,2019315131,True,1461012760,2848,1958,0,63,0,115,0,0,,
2304329064,2019318264,False,1461012994,3065,0,1972,48,63,139,0,0,57,61
2304316984,2019315192,False,1461012283,3363,0,1796,0,63,77,0,0,,
2304339959,2019316112,False,1461013914,1723,0,2038,0,63,130,0,0,,
2304346233,2019315835,False,1461014385,1320,384,2039,48,63,113,0,0,,
2304327070,2019316833,True,1461012865,2914,1796,4,55,3,6,0,0,,
2304334243,2019315326,False,1461013301,2325,0,2046,0,63,7,0,0,,
2304327927,2019309612,True,1461012918,2016,2038,0,63,0,4,0,0,,
2304336787,2019315419,False,1461013470,2154,0,1956,0,63,505,0,0,,
2304339367,2019316190,True,1461013861,1984,2047,256,63,48,116,0,0,43,24
2304331150,2019316722,True,1461013102,2489,1982,0,63,0,0,0,0,,
2304320767,2019317044,True,1461012507,3428,1972,256,63,48,182,0,0,,
2304316163,2019316118,False,1461012241,3570,0,1958,3,63,201,0,0,,
2304297205,2019315927,False,1461011198,4579,0,1958,0,63,16,0,0,,
2304333949,2019315474,True,1461013280,2346,1974,0,63,3,0,0,0,,
2304338806,2019315611,True,1461013816,1876,2047,4,63,3,1,0,0,,
2304333077,2019315581,True,1461013224,1753,2047,0,63,0,216,0,0,,
2304335723,2019315546,True,1461013392,2260,2038,0,63,0,111,0,0,,
2304334472,2019315540,False,1461013297,2302,0,1974,0,63,128,0,0,,
2304333284,2019315701,False,1461013244,2385,0,1974,0,63,112,0,0,,
2304338613,2019315798,True,1461013786,2016,1975,0,63,0,3,0,0,,
2304321378,2019315613,True,1461012547,3122,1828,256,63,48,180,0,0,,
2304342502,2019315810,True,1461014119,1496,1972,263,63,51,75,0,0,,
2304121979,2019132765,False,1461003458,2004,6,1974,3,63,133,0,0,,
2304312723,2019316417,True,1461012066,3684,1958,0,63,0,207,0,0,,
2304323313,2019315856,True,1461012655,3034,1830,0,63,16,34,0,0,,
2304325318,2019316036,True,1461012768,2967,548,384,15,48,174,0,0,,
2304311209,2019315789,True,1461011986,3708,1828,0,63,0,208,0,0,71,51
2304338333,2019316098,False,1461013766,1929,0,1972,0,63,43,0,0,,
2304334288,2019316475,True,1461013306,2342,1982,0,63,0,81,0,0,37,23
2304334864,2019316655,True,1461013337,2591,2047,0,63,0,5,0,0,,
2304333098,2019317187,False,1461013235,2540,0,1828,0,63,205,0,0,,
2304332551,2019315995,False,1461013201,2658,0,1536,0,3,261,0,0,,
2304337572,2019316156,True,1461013690,2016,1958,4,63,3,71,0,0,,
2304334471,2019316362,True,1461013315,2475,2047,256,63,48,129,0,0,,
2304322685,2019316085,True,1461012625,3044,1540,0,3,0,106,0,0,,
2304335354,2019316837,True,1461013370,2349,1974,256,63,48,131,0,0,,
2304311688,2019316138,True,1461012010,3807,1568,384,13,48,6,0,0,,
2304342860,2019316305,True,1461014137,1683,2047,0,63,0,7,0,0,,
2304326881,2019317026,False,1461012862,2911,6,1830,3,63,65,0,0,,
2304347409,2019316015,True,1461014481,1153,2047,384,63,48,23,0,2,24,4
2304313289,2019316020,True,1461012093,3566,1846,0,63,0,316,0,0,,
2304305912,2019316192,True,1461011691,3921,1056,0,60,0,378,0,0,,
2304308049,2019316258,True,1461011791,3898,4,260,3,51,223,0,0,,
2304325227,2019316329,False,1461012762,2960,0,1796,0,51,0,0,0,,
2304340858,2019316336,False,1461013982,1747,0,1968,0,60,268,0,0,14,32
2304358051,2019316355,False,1461015281,588,391,2047,51,63,2,0,0,,
2304314611,2019316223,False,1461012132,3563,256,1956,48,63,26,0,0,,
2304343438,2019316469,False,1461014186,1659,0,2047,0,63,11,0,0,,
2304299689,2019316634,True,1461011342,4378,1798,0,51,0,303,0,0,,
2304319617,2019317115,False,1461012444,3210,260,1796,51,59,97,0,0,,
2304334574,2019316345,True,1461013320,2231,1956,0,63,0,167,0,0,,
2304321313,2019313886,False,1461012544,2933,0,1956,0,63,122,0,0,,
2304337877,2019316108,True,1461013713,2002,1975,0,63,0,163,1,1,36,31
2304349274,2019316511,True,1461014602,1167,2047,0,63,0,112,0,0,,
2304335999,2019316720,False,1461013413,2300,0,1846,0,63,53,0,0,,
2304311983,2019317140,True,1461011999,3656,1574,32,63,12,144,0,0,,
2304326717,2019316493,True,1461012848,2959,1974,260,63,51,123,0,0,,
2304331027,2019316230,True,1461013098,2569,1975,0,63,0,162,0,0,,
2304338901,2019316659,True,1461013817,1938,1982,0,63,0,142,0,0,,
2304321581,2019316867,False,1461012560,3102,0,2038,3,63,172,0,0,,
2304333363,2019316318,True,1461013252,2276,1844,256,63,48,5,0,0,36,35
2304339133,2019317037,True,1461013836,1824,2038,0,63,0,73,0,0,,
2304331122,2019316650,True,1461013083,2715,1958,256,63,48,60,0,0,,
2304329128,2019316932,True,1461012996,2826,1830,0,63,0,145,0,0,,
2304329070,2019316849,False,1461012997,2963,4,1926,3,63,158,0,0,,
2304313640,2019316731,False,1461012114,3812,0,384,0,48,87,0,0,,
2304327987,2019316929,True,1461012933,2843,1926,0,63,0,254,0,0,,
2304300979,2019316794,False,1461011406,4333,0,1536,2,0,3,0,0,,
2304322980,2019316996,False,1461012636,3195,256,1536,48,12,215,0,0,,
2304340539,2019311592,False,1461013961,1566,4,2046,3,63,155,0,0,,
2304339829,2019317188,False,1461013888,1831,4,2046,3,63,95,0,0,,
2304319964,2019320206,True,1461012466,3558,1926,0,63,1,129,0,0,,
2304330557,2019317122,True,1461013084,2398,1956,256,63,48,110,0,0,,
2304347507,2019317386,True,1461014490,1383,1983,384,63,48,63,0,0,,
2304329654,2019317289,True,1461013020,2611,1828,0,63,0,121,0,0,,
2304305841,2019316728,False,1461011687,4015,0,1958,0,63,93,0,0,,
2304331243,2019317376,False,1461013120,2839,0,1974,0,63,110,0,0,,
2304325797,2019317405,True,1461012798,3015,1828,0,63,0,132,0,0,,
2304325277,2019317290,True,1461012763,2939,1796,0,51,0,485,0,0,,
2304323755,2019317110,True,1461012674,2949,1540,260,3,51,179,0,0,,
2304333649,2019317414,True,1461013245,2433,1974,0,63,0,134,0,0,,
2304338449,2019320521,True,1461013782,2458,1974,0,63,0,43,0,0,,
2304317294,2019317191,False,1461012305,3646,0,1924,0,63,108,0,0,,
2304340655,2019318316,False,1461013972,1979,260,2046,51,63,132,0,0,16,35
2304333845,2019317533,False,1461013264,2566,0,1974,0,63,409,0,0,,
2304326423,2019317676,True,1461012831,2509,1824,0,63,0,0,0,0,36,34
2304318451,2019317661,True,1461012376,3535,1796,0,59,0,10,0,0,,
2304337752,2019317689,True,1461013711,2183,1982,0,63,0,211,0,0,,
2304337587,2019317751,False,1461013691,2009,0,1975,0,63,91,0,0,,
2304338037,2019320086,True,1461013726,2457,1972,0,63,0,9,0,0,,
2304326710,2019322175,False,1461012851,3457,0,1830,0,63,6,0,0,,
2304348331,2019322674,False,1461014553,1861,0,1983,0,63,333,0,0,,
2304331075,2019317734,False,1461013113,2959,0,1972,0,63,37,0,0,,
2304333690,2019318308,False,1461013265,2751,4,1972,3,63,140,0,0,,
2304347134,2019319088,True,1461014457,1602,1855,256,63,48,141,0,0,,
2304341044,2019319982,False,1461013993,2080,1540,1958,51,63,44,0,0,18,38
2304342307,2019322840,True,1461014097,1668,1982,4,63,3,246,0,0,,
2304336211,2019317797,True,1461013421,2581,1958,6,63,3,147,0,0,,
2304325807,2019317769,True,1461012799,3189,1844,256,63,48,78,0,0,63,28
2304339779,2019317871,True,1461013890,1867,1983,384,63,48,203,0,0,37,11
2304335905,2019317878,True,1461013396,2392,1572,256,47,48,258,0,0,,
2304339488,2019318743,False,1461013848,2219,0,2039,0,63,141,0,0,,
2304339410,2019320125,True,1461013866,2295,2038,4,63,3,69,0,0,,
2304354101,2019322209,False,1461014990,1381,0,2047,0,63,115,0,0,,
2304352973,2019317910,True,1461014900,1088,2047,262,63,51,78,0,0,,
2304334356,2019317880,True,1461013283,2580,1796,0,63,0,157,0,0,,
2304309015,2019317861,True,1461011868,4041,1796,0,51,0,122,0,0,,
2304337788,2019317964,True,1461013711,2309,2038,4,63,3,20,0,0,,
2304335326,2019318382,False,1461013367,2410,0,1958,0,63,205,0,0,,
2304332766,2019319308,False,1461013213,2824,0,1972,0,63,185,0,0,,
2304330728,2019320097,False,1461013098,2888,0,1828,0,63,83,0,0,,
2304343692,2019318002,True,1461014209,1805,2047,4,63,3,5,0,0,,
2304329237,2019317893,False,1461013006,2813,0,2036,0,63,149,0,0,,
2304340256,2019318336,True,1461013935,2129,2046,4,63,3,5,0,0,,
2304345435,2019318748,False,1461014332,1590,0,2047,0,63,90,0,0,,
2304329642,2019318294,False,1461013025,2779,0,1972,0,63,153,0,0,,
2304324155,2019318251,False,1461012703,3258,0,1828,3,63,166,0,0,29,36
2304336547,2019318738,False,1461013443,2472,260,1828,51,63,95,0,0,,
2304342693,2019321057,True,1461014130,2010,2038,0,63,0,237,0,0,,
2304347056,2019320575,False,1461014446,1770,256,1982,48,63,159,0,0,13,43
2304325184,2019317994,True,1461012752,3068,1828,0,63,0,268,0,0,,
2304331306,2019317770,False,1461013132,2817,0,1974,0,63,156,0,0,30,68
2304315599,2019317426,False,1461012215,3624,0,1828,0,63,176,0,0,,
2304324211,2019318458,False,1461012705,3195,0,1828,0,63,3,0,0,29,48
2304341452,2019320270,False,1461014035,2067,0,2047,0,63,453,0,0,19,43
2304319760,2019320116,True,1461012448,3608,1956,0,63,2,0,0,0,,
2304322230,2019318032,False,1461012592,3414,4,1572,3,63,244,0,0,,
2304335637,2019318106,False,1461013358,2493,4,1974,3,63,163,0,0,,
2304319476,2019318038,True,1461012434,3486,1956,0,63,0,67,0,0,,
2304304626,2019318135,True,1461011623,3602,1824,260,63,51,225,0,0,,
2304333318,2019319719,True,1461013242,2726,2047,0,63,0,152,0,0,,
2304163635,2019158538,False,1461005058,1629,0,2046,1,63,77,0,0,18,47
2304291121,2019318073,True,1461010883,5129,1536,260,4,51,93,0,0,,
2304328547,2019318474,True,1461012965,3077,1958,0,63,0,110,0,0,,
2304318364,2019319838,True,1461012368,3670,1958,0,63,0,14,0,0,,
2304338571,2019320508,True,1461013789,2430,1846,256,63,48,21,0,0,,
2304312838,2019315541,False,1461012067,3623,390,1536,51,12,163,0,0,,
2304309704,2019316993,False,1461011884,4081,0,1828,0,63,16,0,0,,
2297483799,2013489583,True,1460771999,2555,1830,390,63,51,15,0,1,,
2304334489,2019316882,True,1461013312,2485,1983,4,63,3,5,0,0,46,30
2304326868,2019318253,False,1461012863,3165,0,1958,0,63,178,0,0,39,52
2304315541,2019318242,True,1461012214,3714,1796,256,59,48,104,0,0,,
2304315611,2019318231,True,1461012217,3665,1796,0,51,1,101,0,0,,
2304328856,2019320095,False,1461012982,2975,0,1958,2,63,248,0,0,,
2304331909,2019321874,True,1461013160,3050,1956,0,63,0,103,0,0,,
2304339363,2019322108,False,1461013850,2512,0,4,0,15,79,0,0,,
2304337368,2019318297,False,1461013651,2393,0,1958,0,63,99,0,0,,
2304298779,2019317872,False,1461011290,4065,0,1312,0,60,40,0,0,35,65
2304340411,2019318377,False,1461013947,1883,4,2047,3,63,102,0,0,,
2304303087,2019318928,False,1461011525,4412,4,1828,3,63,104,0,0,,
2304327747,2019318257,False,1461012914,3155,0,1956,0,63,61,0,0,,
2304331969,2019318882,True,1461013160,2864,1844,0,63,0,45,0,0,,
2304341173,2019319104,False,1461014002,2118,0,2039,0,63,259,0,0,,
2304327371,2019319410,False,1461012897,3145,390,1796,51,63,307,0,0,,
2304310428,2019318364,True,1461011942,4015,1024,260,48,51,118,21,2,,
2304336221,2019319562,False,1461013418,2533,0,1974,0,63,33,0,0,,
2304176351,2019192229,True,1461005578,2691,1572,0,63,0,202,0,0,,
2304343844,2019320816,False,1461014209,1830,0,1959,0,63,349,0,0,,
2304335171,2019318368,False,1461013362,2636,0,1846,0,63,6,0,0,,
2304341662,2019318612,True,1461014051,2012,1983,32,63,12,324,0,0,,
2304322961,2019319048,False,1461012636,3310,0,1828,0,63,146,0,0,,
2304332259,2019319479,True,1461013176,2771,1974,0,63,0,107,0,0,,
2304339438,2019320866,False,1461013859,2169,0,1975,0,63,111,0,0,,
2304324148,2019318552,False,1461012704,3284,0,1830,0,63,90,0,1,,
2304329806,2019318734,False,1461013031,2791,256,1844,48,63,190,0,0,,
2304329142,2019319491,True,1461012991,2912,1844,0,63,0,18,0,0,,
2297750641,2013708056,True,1460783530,1987,2046,0,63,0,168,0,0,,
2304298707,2019313563,True,1461011273,3847,4,4,51,3,111,0,0,,
2304324199,2019319684,False,1461012709,3502,0,1568,0,15,34,0,0,,
2304340522,2019319429,True,1461013947,2202,1980,6,63,3,53,0,0,,
2304339187,2019316543,True,1461013832,2043,2046,0,63,0,4,0,0,,
2302663917,2017875026,False,1460953575,1582,6,2046,3,63,102,0,0,,
2304331752,2019319058,True,1461013152,2939,1796,256,59,60,196,0,0,,
2304339747,2019319624,True,1461013892,2027,2047,0,63,0,128,0,0,,
2304347736,2019321945,False,1461014498,1732,0,2046,0,63,80,0,0,,
2304319681,2019322737,True,1461012410,3935,1796,4,63,3,281,0,0,,
2304336147,2019319953,True,1461013420,2550,1974,4,63,3,108,0,0,,
2304320199,2019288498,False,1461012477,1199,0,2039,0,63,70,0,0,12,19
2304320037,2019321067,False,1461012469,3631,0,1828,0,63,250,0,0,,
2304332295,2019316136,False,1461013187,2627,0,2036,0,63,181,0,0,,
2304328345,2019319243,False,1461012950,2867,0,1952,0,61,148,0,0,,
2304324020,2019313924,True,1461012698,2871,1847,0,63,0,50,0,0,,
2304347534,2019320142,True,1461014490,1665,2047,0,63,0,230,0,0,,
2304347242,2019320663,True,1461014473,1593,1975,384,63,48,76,0,0,,
2304334532,2019320825,False,1461013308,2944,0,1828,0,63,160,0,0,,
2304331126,2019319249,True,1461013121,2989,1974,0,63,0,139,0,0,,
2304323256,2019319236,True,1461012653,3455,1796,0,59,0,239,0,0,,
2304316374,2019313994,True,1461012264,3223,772,6,51,3,149,0,0,,
2304355459,2019321950,False,1461015082,1271,260,2047,51,63,48,0,0,,
2304327167,2019316546,True,1461012889,2283,1828,390,63,51,123,0,0,,
2304340541,2019319392,False,1461013961,2174,0,1974,0,63,219,0,0,24,36
2304329894,2019319339,False,1461013041,2902,0,1974,0,63,210,0,0,,
2304348170,2019319573,True,1461014504,1608,2047,0,63,0,13,0,0,,
2304342276,2019320001,True,1461014100,2094,1974,0,63,0,150,0,0,,
2304334508,2019319406,True,1461013286,2649,1958,4,63,3,38,0,0,,
2304335953,2019319441,True,1461013403,2559,1958,4,63,3,155,0,0,,
2304336853,2019315401,True,1461013510,2116,2039,0,63,0,6,0,0,,
2304335026,2019315329,True,1461013346,2249,1980,0,63,0,87,0,0,,
2304338351,2019321751,True,1461013770,2440,1982,0,63,0,75,0,0,,
2304338537,2019323811,False,1461013786,2500,4,1796,3,63,19,0,0,,
2304321532,2019319448,True,1461012559,3103,1796,4,63,3,4,0,0,,
2304326737,2019315202,True,1461012851,2956,1958,0,63,0,7,0,0,,
2304342011,2019321497,False,1461014077,1996,4,2046,3,63,7,0,0,,
2304331432,2019321016,False,1461013137,3147,0,2038,0,63,2,0,0,,
2304338134,2019319504,False,1461013746,2338,0,1830,0,63,0,0,0,24,45
2304328343,2019319701,True,1461012948,3053,1568,0,60,0,143,0,0,,
2304345342,2019322004,True,1461014327,1927,1974,0,63,0,88,0,0,,
2304336423,2019323402,True,1461013426,2890,1972,0,63,0,72,0,0,,
2304336328,2019320361,True,1461013424,2496,1982,4,63,3,79,0,0,51,25
2304324287,2019316571,False,1461012711,3195,390,548,51,15,2,0,0,,
2304344409,2019319880,False,1461014265,1766,0,2036,0,63,10,0,0,,
2304341556,2019320028,True,1461014028,1927,1983,4,63,3,53,0,0,,
2304324549,2019320443,True,1461012723,3250,1958,0,63,0,40,0,0,,
2304335517,2019320875,True,1461013378,2879,1982,4,63,3,115,0,0,,
2304350797,2019322598,True,1461014730,1638,2046,0,63,0,189,0,0,,
2304337440,2019323378,False,1461013661,2727,0,2039,0,63,322,0,0,,
2304333510,2019319830,True,1461013252,2740,1956,0,63,0,79,0,0,,
2304305385,2019321481,True,1461011668,4517,1540,0,51,4,66,0,0,,
2304338631,2019321840,False,1461013798,2267,0,1974,0,63,20,0,0,,
2304323133,2019322022,False,1461012653,3538,0,1824,0,63,43,0,0,,
2304320735,2019319802,False,1461012507,3558,391,0,51,16,158,0,0,,
2304330061,2019320274,True,1461013052,3148,1974,0,63,0,67,0,0,,
2304335099,2019321377,True,1461013356,2751,1572,0,63,0,227,0,0,,
2304338724,2019322686,True,1461013791,2433,1982,0,63,32,0,0,0,,
2304347087,2019320145,True,1461014461,1443,2047,260,63,51,161,0,0,,
2304314835,2019316628,False,1461012163,3687,0,1572,0,63,264,0,0,,
2304337901,2019315470,False,1461013726,2043,0,2038,48,63,0,0,0,,
2304334937,2019321131,True,1461013349,2753,1844,0,63,0,200,0,0,,
2304352565,2019323340,False,1461014854,1246,384,2047,48,63,4,0,0,,
2304332181,2019320137,True,1461013179,2807,1828,260,63,51,154,0,0,,
2304331015,2019320117,False,1461013101,2871,0,1968,0,63,116,0,0,,
2304349487,2019320714,True,1461014635,1613,2047,256,63,48,108,0,0,,
2304337559,2019321822,True,1461013690,2545,1982,0,63,48,78,0,0,,
2304339908,2019322140,True,1461013901,2394,1974,0,63,0,0,0,0,,
2304337612,2019323201,False,1461013696,2708,6,1824,3,60,180,0,0,,
2304347704,2019320271,True,1461014497,1637,2038,0,63,0,11,0,0,,
2304347368,2019320961,True,1461014463,1561,1983,256,63,48,16,0,0,,
2304323892,2019320215,False,1461012691,3512,0,1792,0,49,119,0,0,,
2304345154,2019320460,True,1461014318,1736,2047,256,63,48,91,0,0,,
2304362943,2019321591,True,1461015644,666,2047,496,63,60,61,0,0,,
2304321255,2019320669,False,1461012523,3538,0,2039,0,63,166,0,0,,
2304321557,2019323677,False,1461012551,3978,0,1956,0,63,325,0,0,,
2304340711,2019320119,True,1461013972,2208,1982,0,63,0,336,0,0,,
2304333132,2019320784,False,1461013237,2778,0,1958,0,63,166,0,0,,
2304349248,2019321144,False,1461014605,1688,0,2047,4,63,240,0,0,,
2304338197,2019313137,True,1461013736,1693,2039,0,63,0,228,0,0,,
2303398311,2018478232,True,1460982482,881,2047,390,63,51,109,0,0,,
2304322511,2019321007,True,1461012611,3475,1974,0,63,0,240,0,0,,
2302856449,2018035738,True,1460962894,1325,2047,0,63,0,134,0,0,,
2304332663,2019320403,True,1461013209,2910,1844,0,63,48,146,0,0,,
2304343700,2019320447,True,1461014186,1813,2046,4,63,3,35,0,0,54,23
2304335495,2019321146,False,1461013380,2628,256,1846,48,63,2,0,0,,
2304329134,2019316866,True,1461013007,2276,1828,1924,63,51,0,0,0,,
2304329525,2019321622,True,1461013024,3187,1540,0,3,0,169,0,0,,
2304337061,2019321941,False,1461013580,2691,0,1972,0,63,73,0,0,,
2304347544,2019323279,False,1461014490,1992,0,1983,0,63,24,0,0,,
2304311256,2019320412,True,1461011985,4247,1792,0,48,0,94,0,0,,
2304331645,2019315359,False,1461013149,2551,256,1972,48,63,48,0,0,14,51
2304308583,2019320539,True,1461011838,3911,262,0,51,48,77,0,0,,
2304337918,2019320516,False,1461013728,2335,0,1846,0,63,135,0,0,,
2304340030,2019321128,True,1461013899,2213,1983,0,63,0,132,0,0,,
2304343063,2019322261,True,1461014148,2267,1828,38,63,15,7,0,0,,
2304345112,2019322991,True,1461014310,2040,2040,0,62,0,236,0,0,,
2304339759,2019320488,False,1461013891,2357,0,1958,0,63,105,0,0,,
2304327695,2019320645,False,1461012917,3226,0,1796,0,63,43,0,0,,
2304344845,2019321101,True,1461014274,1989,2046,4,63,3,136,0,0,,
2304333130,2019322159,False,1461013235,2999,6,288,19,60,49,0,0,,
2304316256,2019323152,False,1461012244,4220,0,1280,0,60,109,0,0,46,59
2304331608,2019315561,False,1461013148,2700,1796,1924,51,51,10,0,0,,
2304335419,2019321871,True,1461013372,2990,1975,0,63,0,54,0,0,,
2304338237,2019322250,True,1461013761,2525,1972,260,63,51,96,0,0,,
2304341991,2019320389,True,1461014055,1958,1830,0,63,0,148,0,0,28,30
2304338553,2019320845,True,1461013785,2344,1968,6,63,3,176,0,0,,
2304345605,2019322822,False,1461014348,1934,0,2047,0,63,18,0,0,,
2304345821,2019323440,True,1461014361,1974,1974,0,63,0,95,0,0,49,26
2304348237,2019321162,True,1461014547,1712,1972,0,63,0,101,0,0,,
2304338121,2019321386,True,1461013744,2232,1982,0,63,0,2,0,0,,
2304325736,2019319137,True,1461012788,3018,1958,0,63,0,193,0,0,,
2304341174,2019318401,True,1461013977,1762,1982,0,63,0,224,0,0,,
2304350576,2019321423,True,1461014724,1560,1975,0,63,0,179,0,0,,
2304345597,2019321926,False,1461014347,1819,0,2047,0,63,55,0,0,,
2304343877,2019321032,True,1461014211,1954,1974,6,63,3,451,0,0,,
2304315295,2019294537,False,1461012195,2052,0,2047,0,63,83,0,0,,
2304349202,2019323516,True,1461014611,1811,1983,0,63,0,241,0,0,,
2304349243,2019324306,False,1461014618,1930,0,1972,0,63,42,0,0,,
2304063283,2019106210,True,1461001294,3033,1828,0,63,0,413,0,0,43,38
2304341545,2019323938,False,1461014040,2295,0,1974,0,63,1,0,0,,
2304351030,2019321570,False,1461014755,1406,0,2047,0,63,63,0,0,,
2304349838,2019321969,True,1461014667,1707,2046,0,63,0,51,0,0,,
2304334255,2019322675,False,1461013300,2873,4,1956,3,63,94,0,0,,
2304327978,2019323109,False,1461012928,3510,0,1830,0,63,7,0,0,,
2304339596,2019321697,True,1461013883,2278,1844,4,63,3,228,0,0,,
2304330702,2019313855,True,1461013096,2311,2044,0,63,0,90,0,0,,
2304352148,2019322265,True,1461014835,1406,2046,0,63,0,0,0,0,,
2304325763,2019322740,False,1461012792,3474,0,1798,0,59,246,0,0,,
2304342560,2019321639,True,1461014120,1971,1982,4,63,3,195,0,0,,
2304349026,2019322458,False,1461014604,1658,4,1972,3,63,82,0,0,,
2304338976,2019322161,False,1461013823,2553,0,2046,0,63,89,0,0,,
2119042787,1862359007,True,1454263893,4096,0,384,1,55,122,3,0,,
2304336326,2019320587,True,1461013432,2690,1974,256,63,48,8,0,0,,
2304331088,2019305288,True,1461013092,1728,2047,4,63,3,84,0,0,,
2304342372,2019322033,False,1461014103,2246,4,1974,3,63,133,0,0,,
2304331142,2019323663,False,1461013117,3239,0,1828,0,63,414,0,0,,
2304324576,2019313393,False,1461012734,2719,0,1798,0,63,222,0,0,,
2304325580,2019322017,False,1461012782,3512,256,1956,48,63,103,0,0,,
2304343560,2019322552,False,1461014196,2146,4,1982,3,63,135,0,0,,
2304342375,2019323058,False,1461014107,2189,4,1844,3,63,217,0,0,,
2304344951,2019321311,False,1461014301,1788,0,1983,0,63,147,0,0,,
2304371681,2019325340,False,1461016306,341,2047,2047,63,63,122,0,0,,
2304339439,2019322248,True,1461013867,2565,1926,0,63,0,387,0,0,36,32
2304349959,2019322912,False,1461014677,1737,6,1972,3,63,193,0,0,,
2303979370,2019018273,False,1460998391,2520,0,2036,0,63,114,0,0,42,40
2304334868,2019324289,True,1461013339,3058,1828,390,63,51,27,0,0,53,41
2304337542,2019323256,False,1461013681,2643,4,1972,3,63,116,0,0,,
2304316945,2019306338,True,1461012280,2657,1828,0,63,48,74,0,0,,
2304345288,2019322793,True,1461014325,1945,2046,0,63,0,60,0,0,,
2304334276,2019320352,True,1461013305,2771,1956,6,63,3,44,0,0,,
2304340069,2019323585,True,1461013919,2558,1972,0,63,0,62,0,0,,
2304344383,2019322976,True,1461014257,1965,1975,0,63,0,152,0,0,,
2304338827,2019322964,False,1461013809,2495,260,1828,51,63,562,0,0,,
2304350257,2019323434,True,1461014676,1771,2047,256,63,48,58,0,0,,
2304327373,2019323780,False,1461012892,3637,0,1796,0,51,262,0,0,,
2304335758,2019323545,True,1461013396,2853,1972,0,63,0,115,0,0,,
2304350080,2019324273,False,1461014679,1797,384,1983,48,63,51,0,0,,
2304342112,2019323592,False,1461014053,2394,0,1542,0,51,5,0,0,,
2304348435,2019323625,True,1461014560,1928,2046,0,63,0,53,0,0,,
2304342224,2019324324,True,1461014095,2417,1968,0,63,0,149,0,0,,
2304346046,2019323341,False,1461014385,1967,0,2046,0,63,110,0,0,,
2304344685,2019324303,False,1461014274,2026,0,1975,0,63,288,0,0,,
2304349390,2019323751,False,1461014628,1695,0,2044,0,63,114,0,0,24,46
2304351457,2019326890,True,1461014790,1797,2038,6,63,3,11,0,0,,
2304329297,2019323828,False,1461013010,3535,0,1572,16,31,162,0,0,,
2304348874,2019323900,False,1461014590,1839,0,1975,0,63,47,0,0,,
2304346792,2019323896,True,1461014432,1968,1846,0,63,0,137,0,0,,
2304343176,2019324013,True,1461014166,2383,2046,260,63,51,14,0,0,,
2304311909,2019323902,False,1461012018,4522,0,1828,0,63,50,0,0,,
2304340660,2019324063,True,1461013964,2350,1983,0,63,0,307,0,0,,
2304338308,2019324170,False,1461013758,2682,256,1972,48,63,54,0,0,,
2304332524,2019324690,True,1461013204,3352,1844,256,63,48,31,0,0,,
2304347751,2019325984,False,1461014506,1938,0,2039,0,63,259,0,0,24,40
2304340582,2019323934,False,1461013950,2554,0,1844,0,63,35,0,0,,
2304354003,2019324008,False,1461014955,1459,1972,1983,63,63,89,0,0,,
2304339022,2019324103,False,1461013832,2763,4,1972,3,63,199,0,0,,
2304330325,2019321285,True,1461013073,2988,1972,256,63,48,175,0,0,,
2304345781,2019324138,True,1461014364,2045,1980,4,63,3,116,0,0,,
2304353307,2019324145,True,1461014926,1429,2046,6,63,3,92,0,0,,
2304343307,2019324034,False,1461014175,2186,0,1974,0,63,6,0,0,,
2304343059,2019323930,False,1461014152,2304,7,1972,3,63,204,0,0,,
2304346478,2019321257,False,1461014416,1704,0,2039,0,63,69,0,0,,
2304337495,2019323895,True,1461013666,2725,1982,0,63,0,7,0,0,,
2304345142,2019324165,False,1461014306,2177,0,1974,0,63,101,0,0,,
2304347820,2019324186,False,1461014482,1881,4,2046,3,63,93,0,0,,
2304347156,2019324335,False,1461014468,1925,256,1983,48,63,397,0,0,,
2304345653,2019324338,True,1461014338,2133,2047,0,63,0,37,0,0,,
2304332510,2019325016,True,1461013203,3337,1844,4,63,3,118,0,0,54,38
2304337310,2019324322,False,1461013625,2665,6,1280,3,60,6,0,0,,
2304345309,2019325039,False,1461014327,2028,0,2046,0,63,8,0,0,,
2304337996,2019319926,False,1461013718,2332,0,1926,0,51,15,0,0,,
2304330971,2019325229,False,1461013109,3367,0,1798,0,51,63,0,0,,
2304330816,2019325649,True,1461013096,3449,1588,0,63,48,74,0,0,,
2304342647,2019321416,False,1461014126,2019,0,2038,0,63,137,0,0,,
2304338738,2019324250,False,1461013808,2598,4,2038,3,63,48,0,0,,
